Date,Store,Sales
2023-02-06,Store_3,198
2023-02-06,Store_4,157
2023-02-06,Store_5,110
2023-02-07,Store_1,74
2023-02-07,Store_2,122
2023-02-07,Store_3,168
2023-02-07,Store_4,156
2023-02-07,Store_5,111
2023-02-08,Store_1,62
2023-02-08,Store_2,105
2023-02-08,Store_3,173
2023-02-08,Store_4,157
2023-02-08,Store_5,109
2023-02-09,Store_1,110
2023-02-09,Store_2,99
2023-02-09,Store_3,181
2023-02-09,Store_4,156
2023-02-09,Store_5,82
2023-02-10,Store_1,107
2023-02-10,Store_2,105
2023-02-10,Store_3,186
2023-02-10,Store_4,150
2023-02-10,Store_5,119
2023-02-11,Store_1,56
2023-02-11,Store_2,118
2023-02-11,Store_3,140
2023-02-11,Store_4,148
2023-02-11,Store_5,100
2023-02-12,Store_1,50
2023-02-12,Store_2,74
2023-02-12,Store_3,140
2023-02-12,Store_4,99
2023-02-12,Store_5,57
2023-02-13,Store_1,61
2023-02-13,Store_2,169
2023-02-13,Store_3,160
2023-02-13,Store_4,160
2023-02-13,Store_5,101
2023-02-14,Store_1,77
2023-02-14,Store_2,100
2023-02-14,Store_3,190
2023-02-14,Store_4,140
2023-02-14,Store_5,102
2023-02-15,Store_1,83
2023-02-15,Store_2,117
2023-02-15,Store_3,171
2023-02-15,Store_4,172
2023-02-15,Store_5,100
2023-02-16,Store_1,66
2023-02-16,Store_2,125
2023-02-16,Store_3,168
2023-02-16,Store_4,176
2023-02-16,Store_5,120
2023-02-17,Store_1,101
2023-02-17,Store_2,115
2023-02-17,Store_3,182
2023-02-17,Store_4,167
2023-02-17,Store_5,121
2023-02-18,Store_1,56
2023-02-18,Store_2,148
2023-02-18,Store_3,163
2023-02-18,Store_4,147
2023-02-18,Store_5,148
2023-02-19,Store_1,62
2023-02-19,Store_2,82
2023-02-19,Store_3,128
2023-02-19,Store_4,107
2023-02-19,Store_5,57
2023-02-20,Store_1,70
2023-02-20,Store_2,150
2023-02-20,Store_3,191
2023-02-20,Store_4,181
2023-02-20,Store_5,110
2023-02-21,Store_1,68
2023-02-21,Store_2,111
2023-02-21,Store_3,170
2023-02-21,Store_4,179
2023-02-21,Store_5,102
2023-02-22,Store_1,102
2023-02-22,Store_2,123
2023-02-22,Store_3,176
2023-02-22,Store_4,170
2023-02-22,Store_5,90
2023-02-23,Store_1,93
2023-02-23,Store_2,136
2023-02-23,Store_3,159
2023-02-23,Store_4,175
2023-02-23,Store_5,89
2023-02-24,Store_1,86
2023-02-24,Store_2,117
2023-02-24,Store_3,178
2023-02-24,Store_4,150
2023-02-24,Store_5,125
2023-02-25,Store_1,85
2023-02-25,Store_2,109
2023-02-25,Store_3,168
2023-02-25,Store_4,149
2023-02-25,Store_5,86
2023-02-26,Store_1,53
2023-02-26,Store_2,99
2023-02-26,Store_3,141
2023-02-26,Store_4,89
2023-02-26,Store_5,50
2023-02-27,Store_1,111
2023-02-27,Store_2,124
2023-02-27,Store_3,200
2023-02-27,Store_4,167
2023-02-27,Store_5,117
2023-02-28,Store_1,101
2023-02-28,Store_2,128
2023-02-28,Store_3,177
2023-02-28,Store_4,145
2023-02-28,Store_5,109
2023-03-01,Store_1,48
2023-03-01,Store_2,116
2023-03-01,Store_3,187
2023-03-01,Store_4,121
2023-03-01,Store_5,84
2023-03-02,Store_1,72
2023-03-02,Store_2,143
2023-03-02,Store_3,173
2023-03-02,Store_4,155
2023-03-02,Store_5,105
2023-03-03,Store_1,76
2023-03-03,Store_2,103
2023-03-03,Store_3,232
2023-03-03,Store_4,153
2023-03-03,Store_5,100
2023-03-04,Store_1,112
2023-03-04,Store_2,103
2023-03-04,Store_3,204
2023-03-04,Store_4,149
2023-03-04,Store_5,98
2023-03-05,Store_1,70
2023-03-05,Store_2,77
2023-03-05,Store_3,137
2023-03-05,Store_4,109
2023-03-05,Store_5,55
2023-03-06,Store_1,97
2023-03-06,Store_2,107
2023-03-06,Store_3,162
2023-03-06,Store_4,148
2023-03-06,Store_5,99
2023-03-07,Store_1,71
2023-03-07,Store_2,99
2023-03-07,Store_3,182
2023-03-07,Store_4,170
2023-03-07,Store_5,127
2023-03-08,Store_1,71
2023-03-08,Store_2,114
2023-03-08,Store_3,173
2023-03-08,Store_4,144
2023-03-08,Store_5,86
2023-03-09,Store_1,74
2023-03-09,Store_2,139
2023-03-09,Store_3,168
2023-03-09,Store_4,168
2023-03-09,Store_5,118
2023-03-10,Store_1,57
2023-03-10,Store_2,135
2023-03-10,Store_3,191
2023-03-10,Store_4,199
2023-03-10,Store_5,126
2023-03-11,Store_1,75
2023-03-11,Store_2,100
2023-03-11,Store_3,203
2023-03-11,Store_4,169
2023-03-11,Store_5,132
2023-03-12,Store_1,62
2023-03-12,Store_2,100
2023-03-12,Store_3,115
2023-03-12,Store_4,110
2023-03-12,Store_5,59
2023-03-13,Store_1,97
2023-03-13,Store_2,100
2023-03-13,Store_3,223
2023-03-13,Store_4,167
2023-03-13,Store_5,106
2023-03-14,Store_1,75
2023-03-14,Store_2,123
2023-03-14,Store_3,207
2023-03-14,Store_4,181
2023-03-14,Store_5,111
2023-03-15,Store_1,73
2023-03-15,Store_2,137
2023-03-15,Store_3,186
2023-03-15,Store_4,159
2023-03-15,Store_5,100
2023-03-16,Store_1,103
2023-03-16,Store_2,99
2023-03-16,Store_3,148
2023-03-16,Store_4,191
2023-03-16,Store_5,117
2023-03-17,Store_1,60
2023-03-17,Store_2,115
2023-03-17,Store_3,200
2023-03-17,Store_4,176
2023-03-17,Store_5,109
2023-03-18,Store_1,54
2023-03-18,Store_2,146
2023-03-18,Store_3,187
2023-03-18,Store_4,157
2023-03-18,Store_5,96
2023-03-19,Store_1,54
2023-03-19,Store_2,102
2023-03-19,Store_3,127
2023-03-19,Store_4,116
2023-03-19,Store_5,73
2023-03-20,Store_1,84
2023-03-20,Store_2,124
2023-03-20,Store_3,187
2023-03-20,Store_4,164
2023-03-20,Store_5,113
2023-03-21,Store_1,63
2023-03-21,Store_2,142
2023-03-21,Store_3,231
2023-03-21,Store_4,177
2023-03-21,Store_5,144
2023-03-22,Store_1,87
2023-03-22,Store_2,122
2023-03-22,Store_3,190
2023-03-22,Store_4,115
2023-03-22,Store_5,117
2023-03-23,Store_1,83
2023-03-23,Store_2,143
2023-03-23,Store_3,182
2023-03-23,Store_4,170
2023-03-23,Store_5,132
2023-03-24,Store_1,81
2023-03-24,Store_2,132
2023-03-24,Store_3,237
2023-03-24,Store_4,193
2023-03-24,Store_5,92
2023-03-25,Store_1,54
2023-03-25,Store_2,126
2023-03-25,Store_3,172
2023-03-25,Store_4,171
2023-03-25,Store_5,126
2023-03-26,Store_1,32
2023-03-26,Store_2,76
2023-03-26,Store_3,111
2023-03-26,Store_4,114
2023-03-26,Store_5,75
2023-03-27,Store_1,72
2023-03-27,Store_2,143
2023-03-27,Store_3,176
2023-03-27,Store_4,158
2023-03-27,Store_5,90
2023-03-28,Store_1,59
2023-03-28,Store_2,115
2023-03-28,Store_3,180
2023-03-28,Store_4,204
2023-03-28,Store_5,106
2023-03-29,Store_1,79
2023-03-29,Store_2,107
2023-03-29,Store_3,182
2023-03-29,Store_4,176
2023-03-29,Store_5,138
2023-03-30,Store_1,98
2023-03-30,Store_2,98
2023-03-30,Store_3,163
2023-03-30,Store_4,174
2023-03-30,Store_5,84
2023-03-31,Store_1,64
2023-03-31,Store_2,128
2023-03-31,Store_3,197
2023-03-31,Store_4,164
2023-03-31,Store_5,107
2023-04-01,Store_1,80
2023-04-01,Store_2,138
2023-04-01,Store_3,187
2023-04-01,Store_4,181
2023-04-01,Store_5,79
2023-04-02,Store_1,72
2023-04-02,Store_2,92
2023-04-02,Store_3,130
2023-04-02,Store_4,125
2023-04-02,Store_5,77
2023-04-03,Store_1,95
2023-04-03,Store_2,126
2023-04-03,Store_3,176
2023-04-03,Store_4,158
2023-04-03,Store_5,119
2023-04-04,Store_1,85
2023-04-04,Store_2,88
2023-04-04,Store_3,186
2023-04-04,Store_4,142
2023-04-04,Store_5,135
2023-04-05,Store_1,107
2023-04-05,Store_2,129
2023-04-05,Store_3,175
2023-04-05,Store_4,178
2023-04-05,Store_5,108
2023-04-06,Store_1,84
2023-04-06,Store_2,115
2023-04-06,Store_3,184
2023-04-06,Store_4,158
2023-04-06,Store_5,122
2023-04-07,Store_1,90
2023-04-07,Store_2,99
2023-04-07,Store_3,173
2023-04-07,Store_4,170
2023-04-07,Store_5,119
2023-04-08,Store_1,113
2023-04-08,Store_2,118
2023-04-08,Store_3,181
2023-04-08,Store_4,158
2023-04-08,Store_5,115
2023-04-09,Store_1,61
2023-04-09,Store_2,84
2023-04-09,Store_3,104
2023-04-09,Store_4,76
2023-04-09,Store_5,82
2023-04-10,Store_1,88
2023-04-10,Store_2,104
2023-04-10,Store_3,198
2023-04-10,Store_4,152
2023-04-10,Store_5,116
2023-04-11,Store_1,119
2023-04-11,Store_2,115
2023-04-11,Store_3,228
2023-04-11,Store_4,191
2023-04-11,Store_5,131
2023-04-12,Store_1,75
2023-04-12,Store_2,147
2023-04-12,Store_3,211
2023-04-12,Store_4,139
2023-04-12,Store_5,97
2023-04-13,Store_1,82
2023-04-13,Store_2,124
2023-04-13,Store_3,201
2023-04-13,Store_4,150
2023-04-13,Store_5,110
2023-04-14,Store_1,91
2023-04-14,Store_2,116
2023-04-14,Store_3,208
2023-04-14,Store_4,163
2023-04-14,Store_5,109
2023-04-15,Store_1,66
2023-04-15,Store_2,107
2023-04-15,Store_3,180
2023-04-15,Store_4,193
2023-04-15,Store_5,122
2023-04-16,Store_1,55
2023-04-16,Store_2,71
2023-04-16,Store_3,148
2023-04-16,Store_4,112
2023-04-16,Store_5,85
2023-04-17,Store_1,87
2023-04-17,Store_2,107
2023-04-17,Store_3,205
2023-04-17,Store_4,163
2023-04-17,Store_5,100
2023-04-18,Store_1,87
2023-04-18,Store_2,129
2023-04-18,Store_3,189
2023-04-18,Store_4,157
2023-04-18,Store_5,127
2023-04-19,Store_1,64
2023-04-19,Store_2,139
2023-04-19,Store_3,201
2023-04-19,Store_4,139
2023-04-19,Store_5,141
2023-04-20,Store_1,54
2023-04-20,Store_2,90
2023-04-20,Store_3,201
2023-04-20,Store_4,192
2023-04-20,Store_5,124
2023-04-21,Store_1,89
2023-04-21,Store_2,126
2023-04-21,Store_3,223
2023-04-21,Store_4,182
2023-04-21,Store_5,116
2023-04-22,Store_1,97
2023-04-22,Store_2,126
2023-04-22,Store_3,183
2023-04-22,Store_4,213
2023-04-22,Store_5,129
2023-04-23,Store_1,58
2023-04-23,Store_2,87
2023-04-23,Store_3,131
2023-04-23,Store_4,124
2023-04-23,Store_5,66
2023-04-24,Store_1,107
2023-04-24,Store_2,174
2023-04-24,Store_3,213
2023-04-24,Store_4,199
2023-04-24,Store_5,121
2023-04-25,Store_1,84
2023-04-25,Store_2,142
2023-04-25,Store_3,227
2023-04-25,Store_4,201
2023-04-25,Store_5,141
2023-04-26,Store_1,86
2023-04-26,Store_2,157
2023-04-26,Store_3,174
2023-04-26,Store_4,181
2023-04-26,Store_5,126
2023-04-27,Store_1,116
2023-04-27,Store_2,145
2023-04-27,Store_3,212
2023-04-27,Store_4,168
2023-04-27,Store_5,154
2023-04-28,Store_1,106
2023-04-28,Store_2,143
2023-04-28,Store_3,186
2023-04-28,Store_4,164
2023-04-28,Store_5,127
2023-04-29,Store_1,120
2023-04-29,Store_2,108
2023-04-29,Store_3,214
2023-04-29,Store_4,166
2023-04-29,Store_5,125
2023-04-30,Store_1,56
2023-04-30,Store_2,92
2023-04-30,Store_3,155
2023-04-30,Store_4,144
2023-04-30,Store_5,86
2023-05-01,Store_1,98
2023-05-01,Store_2,139
2023-05-01,Store_3,239
2023-05-01,Store_4,177
2023-05-01,Store_5,122
2023-05-02,Store_1,91
2023-05-02,Store_2,118
2023-05-02,Store_3,214
2023-05-02,Store_4,205
2023-05-02,Store_5,130
2023-05-03,Store_1,140
2023-05-03,Store_2,148
2023-05-03,Store_3,225
2023-05-03,Store_4,243
2023-05-03,Store_5,147
2023-05-04,Store_1,110
2023-05-04,Store_2,164
2023-05-04,Store_3,262
2023-05-04,Store_4,190
2023-05-04,Store_5,105
2023-05-05,Store_1,106
2023-05-05,Store_2,178
2023-05-05,Store_3,217
2023-05-05,Store_4,183
2023-05-05,Store_5,120
2023-05-06,Store_1,109
2023-05-06,Store_2,147
2023-05-06,Store_3,263
2023-05-06,Store_4,221
2023-05-06,Store_5,157
2023-05-07,Store_1,76
2023-05-07,Store_2,88
2023-05-07,Store_3,167
2023-05-07,Store_4,122
2023-05-07,Store_5,81
2023-05-08,Store_1,95
2023-05-08,Store_2,162
2023-05-08,Store_3,245
2023-05-08,Store_4,226
2023-05-08,Store_5,170
2023-05-09,Store_1,126
2023-05-09,Store_2,182
2023-05-09,Store_3,255
2023-05-09,Store_4,216
2023-05-09,Store_5,149
2023-05-10,Store_1,120
2023-05-10,Store_2,151
2023-05-10,Store_3,230
2023-05-10,Store_4,256
2023-05-10,Store_5,163
2023-05-11,Store_1,91
2023-05-11,Store_2,143
2023-05-11,Store_3,250
2023-05-11,Store_4,224
2023-05-11,Store_5,147
2023-05-12,Store_1,70
2023-05-12,Store_2,162
2023-05-12,Store_3,257
2023-05-12,Store_4,256
2023-05-12,Store_5,140
2023-05-13,Store_1,64
2023-05-13,Store_2,169
2023-05-13,Store_3,253
2023-05-13,Store_4,236
2023-05-13,Store_5,189
2023-05-14,Store_1,59
2023-05-14,Store_2,116
2023-05-14,Store_3,191
2023-05-14,Store_4,153
2023-05-14,Store_5,120
2023-05-15,Store_1,115
2023-05-15,Store_2,200
2023-05-15,Store_3,256
2023-05-15,Store_4,256
2023-05-15,Store_5,160
2023-05-16,Store_1,144
2023-05-16,Store_2,188
2023-05-16,Store_3,282
2023-05-16,Store_4,246
2023-05-16,Store_5,155
2023-05-17,Store_1,133
2023-05-17,Store_2,151
2023-05-17,Store_3,266
2023-05-17,Store_4,265
2023-05-17,Store_5,137
2023-05-18,Store_1,127
2023-05-18,Store_2,165
2023-05-18,Store_3,299
2023-05-18,Store_4,240
2023-05-18,Store_5,160
2023-05-19,Store_1,153
2023-05-19,Store_2,193
2023-05-19,Store_3,285
2023-05-19,Store_4,245
2023-05-19,Store_5,163
2023-05-20,Store_1,140
2023-05-20,Store_2,184
2023-05-20,Store_3,308
2023-05-20,Store_4,277
2023-05-20,Store_5,184
2023-05-21,Store_1,102
2023-05-21,Store_2,118
2023-05-21,Store_3,208
2023-05-21,Store_4,171
2023-05-21,Store_5,105
2023-05-22,Store_1,141
2023-05-22,Store_2,169
2023-05-22,Store_3,309
2023-05-22,Store_4,268
2023-05-22,Store_5,151
2023-05-23,Store_1,120
2023-05-23,Store_2,199
2023-05-23,Store_3,296
2023-05-23,Store_4,251
2023-05-23,Store_5,199
2023-05-24,Store_1,109
2023-05-24,Store_2,174
2023-05-24,Store_3,338
2023-05-24,Store_4,299
2023-05-24,Store_5,204
2023-05-25,Store_1,138
2023-05-25,Store_2,173
2023-05-25,Store_3,357
2023-05-25,Store_4,283
2023-05-25,Store_5,192
2023-05-26,Store_1,149
2023-05-26,Store_2,219
2023-05-26,Store_3,326
2023-05-26,Store_4,325
2023-05-26,Store_5,183
2023-05-27,Store_1,145
2023-05-27,Store_2,200
2023-05-27,Store_3,322
2023-05-27,Store_4,290
2023-05-27,Store_5,218
2023-05-28,Store_1,98
2023-05-28,Store_2,144
2023-05-28,Store_3,211
2023-05-28,Store_4,208
2023-05-28,Store_5,139
2023-05-29,Store_1,186
2023-05-29,Store_2,199
2023-05-29,Store_3,339
2023-05-29,Store_4,351
2023-05-29,Store_5,217
2023-05-30,Store_1,147
2023-05-30,Store_2,223
2023-05-30,Store_3,336
2023-05-30,Store_4,325
2023-05-30,Store_5,206
2023-05-31,Store_1,146
2023-05-31,Store_2,211
2023-05-31,Store_3,397
2023-05-31,Store_4,330
2023-05-31,Store_5,222
2023-06-01,Store_1,170
2023-06-01,Store_2,240
2023-06-01,Store_3,323
2023-06-01,Store_4,305
2023-06-01,Store_5,227
2023-06-02,Store_1,151
2023-06-02,Store_2,209
2023-06-02,Store_3,343
2023-06-02,Store_4,336
2023-06-02,Store_5,200
2023-06-03,Store_1,164
2023-06-03,Store_2,230
2023-06-03,Store_3,400
2023-06-03,Store_4,349
2023-06-03,Store_5,216
2023-06-04,Store_1,118
2023-06-04,Store_2,167
2023-06-04,Store_3,249
2023-06-04,Store_4,255
2023-06-04,Store_5,138
2023-06-05,Store_1,168
2023-06-05,Store_2,257
2023-06-05,Store_3,410
2023-06-05,Store_4,361
2023-06-05,Store_5,256
2023-06-06,Store_1,158
2023-06-06,Store_2,261
2023-06-06,Store_3,387
2023-06-06,Store_4,331
2023-06-06,Store_5,203
2023-06-07,Store_1,168
2023-06-07,Store_2,237
2023-06-07,Store_3,384
2023-06-07,Store_4,310
2023-06-07,Store_5,250
2023-06-08,Store_1,132
2023-06-08,Store_2,305
2023-06-08,Store_3,389
2023-06-08,Store_4,336
2023-06-08,Store_5,238
2023-06-09,Store_1,146
2023-06-09,Store_2,263
2023-06-09,Store_3,414
2023-06-09,Store_4,383
2023-06-09,Store_5,259
2023-06-10,Store_1,158
2023-06-10,Store_2,259
2023-06-10,Store_3,421
2023-06-10,Store_4,352
2023-06-10,Store_5,254
2023-06-11,Store_1,96
2023-06-11,Store_2,183
2023-06-11,Store_3,269
2023-06-11,Store_4,268
2023-06-11,Store_5,161
2023-06-12,Store_1,164
2023-06-12,Store_2,285
2023-06-12,Store_3,431
2023-06-12,Store_4,377
2023-06-12,Store_5,238
2023-06-13,Store_1,162
2023-06-13,Store_2,275
2023-06-13,Store_3,432
2023-06-13,Store_4,376
2023-06-13,Store_5,261
2023-06-14,Store_1,175
2023-06-14,Store_2,260
2023-06-14,Store_3,406
2023-06-14,Store_4,371
2023-06-14,Store_5,244
2023-06-15,Store_1,147
2023-06-15,Store_2,256
2023-06-15,Store_3,427
2023-06-15,Store_4,402
2023-06-15,Store_5,241
2023-06-16,Store_1,170
2023-06-16,Store_2,281
2023-06-16,Store_3,445
2023-06-16,Store_4,366
2023-06-16,Store_5,251
2023-06-17,Store_1,197
2023-06-17,Store_2,273
2023-06-17,Store_3,409
2023-06-17,Store_4,373
2023-06-17,Store_5,236
2023-06-18,Store_1,139
2023-06-18,Store_2,191
2023-06-18,Store_3,302
2023-06-18,Store_4,261
2023-06-18,Store_5,191
2023-06-19,Store_1,178
2023-06-19,Store_2,277
2023-06-19,Store_3,453
2023-06-19,Store_4,400
2023-06-19,Store_5,258
2023-06-20,Store_1,200
2023-06-20,Store_2,285
2023-06-20,Store_3,420
2023-06-20,Store_4,370
2023-06-20,Store_5,269
2023-06-21,Store_1,194
2023-06-21,Store_2,300
2023-06-21,Store_3,455
2023-06-21,Store_4,409
2023-06-21,Store_5,257
2023-06-22,Store_1,196
2023-06-22,Store_2,257
2023-06-22,Store_3,477
2023-06-22,Store_4,393
2023-06-22,Store_5,229
2023-06-23,Store_1,204
2023-06-23,Store_2,293
2023-06-23,Store_3,484
2023-06-23,Store_4,394
2023-06-23,Store_5,266
2023-06-24,Store_1,221
2023-06-24,Store_2,285
2023-06-24,Store_3,438
2023-06-24,Store_4,408
2023-06-24,Store_5,290
2023-06-25,Store_1,151
2023-06-25,Store_2,192
2023-06-25,Store_3,321
2023-06-25,Store_4,275
2023-06-25,Store_5,201
2023-06-26,Store_1,209
2023-06-26,Store_2,258
2023-06-26,Store_3,440
2023-06-26,Store_4,422
2023-06-26,Store_5,265
2023-06-27,Store_1,176
2023-06-27,Store_2,306
2023-06-27,Store_3,489
2023-06-27,Store_4,412
2023-06-27,Store_5,276
2023-06-28,Store_1,209
2023-06-28,Store_2,302
2023-06-28,Store_3,445
2023-06-28,Store_4,401
2023-06-28,Store_5,261
2023-06-29,Store_1,205
2023-06-29,Store_2,294
2023-06-29,Store_3,428
2023-06-29,Store_4,413
2023-06-29,Store_5,268
2023-06-30,Store_1,166
2023-06-30,Store_2,271
2023-06-30,Store_3,471
2023-06-30,Store_4,426
2023-06-30,Store_5,258
2023-07-01,Store_1,221
2023-07-01,Store_2,282
2023-07-01,Store_3,461
2023-07-01,Store_4,397
2023-07-01,Store_5,269
2023-07-02,Store_1,143
2023-07-02,Store_2,200
2023-07-02,Store_3,308
2023-07-02,Store_4,273
2023-07-02,Store_5,203
2023-07-03,Store_1,205
2023-07-03,Store_2,284
2023-07-03,Store_3,446
2023-07-03,Store_4,396
2023-07-03,Store_5,254
2023-07-04,Store_1,160
2023-07-04,Store_2,291
2023-07-04,Store_3,413
2023-07-04,Store_4,401
2023-07-04,Store_5,271
2023-07-05,Store_1,174
2023-07-05,Store_2,298
2023-07-05,Store_3,444
2023-07-05,Store_4,380
2023-07-05,Store_5,279
2023-07-06,Store_1,195
2023-07-06,Store_2,266
2023-07-06,Store_3,439
2023-07-06,Store_4,404
2023-07-06,Store_5,235
2023-07-07,Store_1,200
2023-07-07,Store_2,296
2023-07-07,Store_3,448
2023-07-07,Store_4,370
2023-07-07,Store_5,244
2023-07-08,Store_1,230
2023-07-08,Store_2,275
2023-07-08,Store_3,452
2023-07-08,Store_4,376
2023-07-08,Store_5,268
2023-07-09,Store_1,119
2023-07-09,Store_2,184
2023-07-09,Store_3,276
2023-07-09,Store_4,265
2023-07-09,Store_5,177
2023-07-10,Store_1,202
2023-07-10,Store_2,313
2023-07-10,Store_3,465
2023-07-10,Store_4,375
2023-07-10,Store_5,237
2023-07-11,Store_1,225
2023-07-11,Store_2,299
2023-07-11,Store_3,442
2023-07-11,Store_4,371
2023-07-11,Store_5,260
2023-07-12,Store_1,160
2023-07-12,Store_2,272
2023-07-12,Store_3,433
2023-07-12,Store_4,404
2023-07-12,Store_5,261
2023-07-13,Store_1,163
2023-07-13,Store_2,303
2023-07-13,Store_3,483
2023-07-13,Store_4,409
2023-07-13,Store_5,246
2023-07-14,Store_1,185
2023-07-14,Store_2,286
2023-07-14,Store_3,430
2023-07-14,Store_4,374
2023-07-14,Store_5,249
2023-07-15,Store_1,154
2023-07-15,Store_2,293
2023-07-15,Store_3,396
2023-07-15,Store_4,386
2023-07-15,Store_5,249
2023-07-16,Store_1,116
2023-07-16,Store_2,150
2023-07-16,Store_3,277
2023-07-16,Store_4,242
2023-07-16,Store_5,163
2023-07-17,Store_1,190
2023-07-17,Store_2,227
2023-07-17,Store_3,391
2023-07-17,Store_4,353
2023-07-17,Store_5,259
2023-07-18,Store_1,173
2023-07-18,Store_2,248
2023-07-18,Store_3,409
2023-07-18,Store_4,351
2023-07-18,Store_5,269
2023-07-19,Store_1,171
2023-07-19,Store_2,280
2023-07-19,Store_3,402
